t_ms,ax_mg,ay_mg,az_mg,roll_acc_deg,pitch_acc_deg
9577,0,0,1000,0.036,0.014
9584,-1,1,998,0.064,0.098
9589,-1,-2,1000,-0.132,0.098
9595,-2,0,999,-0.048,0.126
9601,-2,0,997,-0.02,0.126
9608,0,0,999,-0.048,0.014
9613,0,0,1000,0.008,0.014
9619,0,-1,999,-0.076,-0.014
9625,0,2,1001,0.147,-0.042
9632,1,-1,1000,-0.104,-0.07
9637,-1,-1,1001,-0.076,0.07
9643,0,0,997,-0.02,0.014
9649,2,-1,998,-0.104,-0.154
9656,0,1,999,0.064,0.014
9664,1,0,999,-0.02,-0.098
9671,0,2,998,0.148,-0.042
9676,0,-1,997,-0.076,0.014
9682,0,1,998,0.064,-0.014
9688,-1,0,998,-0.048,0.07
9695,0,0,1001,0.008,-0.014
9700,0,1,999,0.064,0.042
9706,0,0,1001,-0.048,0.042
9712,0,0,999,-0.02,-0.014
9719,-1,-2,999,-0.16,0.07
9725,0,0,998,-0.048,0.042
9731,0,0,1000,0.008,-0.042
9738,1,0,1000,-0.02,-0.098
9743,0,1,998,0.064,-0.042
9749,0,0,1000,-0.02,0.014
9755,0,1,1000,0.064,-0.042
9762,1,0,999,0.008,-0.07
9767,0,-1,1000,-0.076,-0.042
9773,1,0,1001,0.036,-0.07
9779,0,0,1002,0.008,0.042
9786,1,0,1000,0.008,-0.098
9792,0,0,1001,-0.048,0.014
9798,0,0,1000,-0.048,0.014
9806,0,-2,999,-0.132,-0.042
9812,0,0,1000,-0.048,-0.042
9818,1,0,998,0.008,-0.07
9825,1,0,998,-0.02,-0.07
9830,0,-1,1000,-0.076,0.014
9836,-1,0,999,-0.048,0.07
9842,-1,0,1001,0.008,0.07
9849,-1,0,1000,-0.02,0.07
9854,0,0,998,-0.048,0.014
9860,0,1,999,0.064,-0.042
9866,0,0,998,0.036,-0.042
9873,0,4,999,0.231,-0.014
9878,0,0,999,-0.048,-0.014
9884,1,0,1000,0.008,-0.07
9890,0,0,999,0.008,0.014
9945,0,-1,1001,-0.104,0.014
9951,0,-1,1001,-0.104,0.042
9957,0,-3,999,-0.188,0.042
9964,-2,0,1001,-0.02,0.153
9969,-2,-1,998,-0.076,0.126
9975,0,-2,1001,-0.132,0.014
9981,0,0,997,0.036,-0.042
9988,-1,-1,1000,-0.104,0.07
9993,1,-1,999,-0.104,-0.098
9999,0,0,1000,0.008,0.014
10005,0,-1,998,-0.104,-0.014
10012,0,0,999,-0.048,0.042
10017,-1,0,998,-0.048,0.098
10023,1,0,999,0.008,-0.098
10029,0,0,999,0.036,0.014
10036,0,-2,999,-0.132,-0.014
10041,-1,0,999,-0.048,0.07
10047,0,0,998,0.036,0.042
10053,-1,-1,999,-0.076,0.07
10060,0,-1,998,-0.104,-0.014
10065,1,0,998,0.008,-0.07
10071,-1,0,1002,-0.02,0.098
10082,1,0,998,0.036,-0.098
10087,1,-2,997,-0.132,-0.07
10094,1,-2,1001,-0.16,-0.098
10099,0,0,1000,-0.048,-0.042
10105,1,-2,1000,-0.132,-0.098
10111,1,1,1000,0.064,-0.07
10118,1,-1,999,-0.076,-0.07
10123,-1,-2,998,-0.16,0.07
10129,-1,-2,1001,-0.132,0.07
10135,1,-1,1000,-0.076,-0.07
10142,0,0,1000,-0.048,-0.042
10147,0,0,1001,-0.02,-0.042
10153,-1,0,999,-0.02,0.07
10159,-1,-1,999,-0.104,0.07
10169,0,0,1000,-0.02,-0.042
10176,0,0,1000,-0.048,-0.014
10181,1,-2,1000,-0.132,-0.07
10187,0,2,999,0.148,-0.042
10193,3,0,1000,-0.02,-0.182
10200,0,1,1000,0.064,0.042
10205,-1,0,998,0.036,0.098
10211,-1,0,1000,-0.02,0.07
10217,0,0,999,-0.02,0.014
10224,0,0,999,-0.02,-0.014
10229,0,0,998,0.008,0.014
10235,0,1,1000,0.064,-0.014
10241,1,0,998,-0.02,-0.07
10248,0,0,998,-0.048,0.014
10253,0,-2,1000,-0.132,-0.014
10259,0,0,1000,0.036,0.014
10265,-1,0,999,-0.048,0.098
10272,-1,1,999,0.064,0.07
10277,0,-1,999,-0.104,0.014
10283,0,0,999,-0.048,-0.014
10289,1,-1,998,-0.076,-0.07
10296,0,0,999,-0.02,0.042
10301,0,0,999,-0.02,0.014
10307,0,0,999,0.036,0.042
10313,-1,0,1000,-0.02,0.07
10325,0,1,999,0.064,-0.014
10331,-1,1,1000,0.064,0.07
10337,1,2,1000,0.119,-0.07
10344,-3,-1,999,-0.104,0.182
10349,0,0,1000,-0.02,-0.014
10355,1,0,999,0.036,-0.07
10361,0,0,1000,0.036,0.014
10368,0,0,998,0.036,-0.014
10373,0,0,1000,-0.02,0.042
10379,0,0,998,-0.02,-0.042
10385,1,1,1000,0.091,-0.098
10392,0,-1,998,-0.076,-0.014
10401,0,0,1001,0.036,0.014
10407,0,3,1002,0.175,-0.042
10413,1,-2,998,-0.132,-0.07
10419,1,0,999,0.036,-0.098
10426,-1,-1,997,-0.076,0.07
10431,3,-1,998,-0.076,-0.21
10437,-1,2,1001,0.119,0.07
10443,0,-1,1001,-0.076,-0.014
10450,0,-1,999,-0.104,0.014
10455,-1,0,1001,0.008,0.07
10461,1,1,1001,0.091,-0.07
10467,0,0,1001,0.036,-0.042
10474,0,0,999,-0.02,0.042
10479,0,-2,999,-0.132,-0.014
10485,2,-1,998,-0.104,-0.154
10491,0,-1,999,-0.076,0.042
10498,0,0,1001,-0.048,-0.042
10503,2,-2,999,-0.16,-0.126
10509,0,-2,999,-0.132,-0.014
10515,1,0,1001,-0.048,-0.07
10522,0,0,999,0.008,0.014
10527,0,3,999,0.203,0.014
10533,-2,0,1000,0.008,0.126
10539,-1,0,999,-0.02,0.07
10546,0,0,998,-0.02,-0.014
10551,0,0,1001,-0.02,-0.014
10557,-1,1,1000,0.064,0.098
10566,-1,1,1000,0.091,0.098
10571,-1,0,1000,-0.02,0.098
10577,-2,1,999,0.092,0.126
10584,0,0,999,0.008,0.014
10589,1,0,999,-0.048,-0.07
10595,-1,-2,999,-0.132,0.07
10601,0,-2,999,-0.132,-0.042
10608,0,2,999,0.147,-0.014
10613,0,0,998,0.008,-0.042
10619,1,-1,998,-0.076,-0.098
10629,2,-3,999,-0.188,-0.154
10635,1,-1,999,-0.104,-0.098
10642,0,1,1000,0.064,0.014
10647,0,0,999,0.008,0.014
10653,1,0,998,-0.048,-0.07
10659,0,0,999,0.008,0.014
10666,-2,0,999,0.008,0.126
10672,0,0,1001,0.008,0.042
10678,0,0,998,-0.048,-0.014
10685,0,0,999,-0.048,0.042
10690,0,-1,1000,-0.076,-0.014
10696,0,0,999,-0.02,0.014
10702,0,-1,999,-0.076,0.042
10709,0,-1,998,-0.076,0.042
10714,-1,1,1000,0.064,0.07
10720,1,0,997,0.008,-0.098
10726,-2,-3,1000,-0.188,0.126
10733,0,0,998,0.036,0.014
10738,-1,0,996,-0.02,0.07
10744,0,-1,998,-0.076,-0.042
10750,-2,0,998,-0.048,0.126
10757,-1,0,1000,0.036,0.098
10762,-2,0,1000,0.008,0.126
10768,0,2,998,0.12,0.042
10774,-4,0,999,0.036,0.238
10781,0,0,998,0.008,0.014
10787,0,-1,999,-0.104,-0.042
10792,0,0,999,-0.02,-0.042
10798,-2,-2,999,-0.132,0.154
10806,0,0,1001,0.036,0.014
10812,0,0,1001,-0.02,0.042
10818,0,1,998,0.064,-0.014
10825,0,1,999,0.092,-0.042
10830,1,-2,1000,-0.132,-0.07
10836,2,-1,1000,-0.104,-0.154
10842,0,-3,1000,-0.188,-0.042
10897,-1,-1,999,-0.104,0.098
10902,1,0,998,0.036,-0.07
10908,-1,0,999,-0.02,0.098
10914,-2,-2,998,-0.132,0.154
10921,0,0,1001,-0.02,-0.042
10926,0,0,998,-0.048,0.042
10932,1,0,999,-0.048,-0.07
10938,0,0,999,0.036,-0.042
10945,1,0,1000,0.036,-0.07
10950,0,0,1001,0.008,-0.014
10956,-2,1,999,0.092,0.154
10962,-1,0,1000,-0.048,0.098
10969,0,-1,1001,-0.076,0.042
10974,0,0,1000,0.036,-0.014
10980,-1,0,998,-0.048,0.07
10986,0,2,999,0.147,0.014
10993,0,-2,999,-0.16,0.014
10998,0,0,999,-0.048,-0.014
11004,0,0,998,-0.02,-0.014
11010,0,0,999,-0.02,-0.014
11017,0,0,999,-0.02,0.014
11022,1,0,999,0.008,-0.07
11028,0,0,1000,0.008,-0.042
11034,-1,0,996,0.036,0.07
11041,0,0,999,0.008,0.014
11046,-1,0,999,0.008,0.07
11052,-1,1,1000,0.091,0.07
11058,0,0,999,-0.048,-0.014
11065,0,1,998,0.064,-0.042
11070,0,0,998,-0.048,-0.042
11081,0,0,1000,-0.02,-0.014
11086,-2,0,996,-0.048,0.126
11093,1,0,999,0.008,-0.098
11099,0,0,1000,-0.02,-0.042
11105,-1,0,1000,0.008,0.07
11111,0,1,1000,0.091,0.014
11118,1,0,999,-0.02,-0.07
11127,0,0,999,-0.02,-0.014
11133,-2,0,1000,0.036,0.126
11139,0,-2,999,-0.132,0.014
11146,0,-1,1000,-0.104,0.014
11152,0,-1,999,-0.076,0.014
11158,-1,0,1000,0.036,0.098
11164,-1,0,1000,0.008,0.098
11171,0,1,996,0.064,-0.042
11176,0,0,1000,-0.048,-0.042
11182,2,0,1001,-0.02,-0.126
11188,1,-2,998,-0.132,-0.07
11195,0,-2,1000,-0.132,-0.042
11200,-1,-1,1000,-0.104,0.098
11206,0,2,998,0.12,0.014
11212,0,0,999,-0.02,0.042
11219,1,0,999,-0.048,-0.098
11224,0,0,999,0.008,0.042
11230,-1,-1,1001,-0.076,0.07
11236,0,0,1000,-0.02,-0.014
11243,0,0,1000,-0.02,0.042
11248,1,0,998,0.036,-0.07
11254,1,-1,1000,-0.104,-0.07
11260,-1,0,998,-0.02,0.098
11267,-1,0,999,0.008,0.098
11272,0,1,999,0.064,-0.014
11278,0,2,996,0.148,-0.014
11284,0,1,1000,0.064,-0.014
11291,-1,-1,1000,-0.076,0.07
11296,0,0,998,0.036,0.014
11302,0,1,999,0.064,0.014
11308,-2,0,1000,-0.048,0.126
11315,0,-1,999,-0.104,0.014
11325,0,0,999,-0.048,0.042
11331,0,0,998,-0.02,-0.014
11337,0,0,999,0.036,-0.042
11344,0,1,998,0.064,0.014
11349,0,0,999,-0.02,0.042
11359,0,-1,999,-0.076,0.042
11365,0,0,999,0.036,-0.042
11372,-1,-1,997,-0.076,0.098
11377,0,1,999,0.092,0.014
11383,0,0,996,0.036,0.014
11389,0,1,999,0.092,0.042
11396,0,1,998,0.092,-0.042
11401,0,1,1001,0.063,-0.014
11407,1,0,1000,-0.02,-0.098
11413,1,0,999,-0.048,-0.098
11420,0,0,997,-0.02,0.014
11426,0,-1,1000,-0.104,0.014
11431,1,0,999,0.008,-0.098
11437,0,0,1000,0.036,-0.042
11443,0,-2,998,-0.132,-0.014
11450,0,-1,999,-0.104,0.014
11455,1,0,999,0.008,-0.07
11461,0,-1,999,-0.076,-0.042
11467,1,0,999,-0.02,-0.07
11474,0,0,999,-0.02,0.042
11479,1,0,998,-0.02,-0.07
11485,0,1,1000,0.064,0.042
11491,1,-2,1001,-0.16,-0.07
11498,2,0,1001,0.008,-0.154
11503,2,-1,999,-0.076,-0.126
11509,0,0,999,0.008,0.042
11515,0,0,1000,-0.02,-0.042
11522,2,0,999,0.036,-0.154
11527,-1,-1,1001,-0.104,0.07
11533,0,0,1000,0.036,-0.042
11539,1,0,999,0.008,-0.098
11546,0,0,997,0.008,0.042
11551,-1,1,999,0.064,0.07
11557,-1,0,999,0.008,0.098
11566,-1,0,1000,-0.02,0.098
11571,0,1,999,0.092,0.042
11577,0,0,998,0.008,-0.014
11587,0,2,1000,0.119,-0.014
11594,-2,0,999,0.008,0.126
11599,0,1,1000,0.091,-0.042
11605,0,-1,998,-0.104,0.014
11611,-1,-1,1000,-0.076,0.098
11618,0,3,1000,0.203,-0.014
11623,0,-1,1000,-0.076,-0.042
11629,-1,0,998,0.008,0.07
11635,0,2,999,0.12,-0.014
11642,-1,0,1000,-0.02,0.07
11647,0,0,996,-0.02,0.042
11653,1,0,998,0.036,-0.098
11659,0,0,998,0.008,-0.042
11666,1,-1,998,-0.104,-0.07
11671,0,-1,997,-0.104,-0.014
11677,1,1,999,0.092,-0.07
11683,0,0,1001,-0.048,-0.042
11690,0,-1,998,-0.076,0.014
11695,-2,0,999,-0.02,0.126
11701,0,0,999,0.036,0.014
11707,0,1,1000,0.064,-0.042
11714,-1,-1,1000,-0.104,0.07
11719,0,-1,998,-0.076,-0.014
11725,0,-1,999,-0.104,0.014
11731,0,2,999,0.12,0.042
11738,0,0,999,-0.02,-0.014
11743,1,0,1001,0.008,-0.098
11749,0,0,1000,-0.02,0.014
11755,1,-1,999,-0.104,-0.07
11762,-1,-2,1000,-0.132,0.07
11767,0,-3,998,-0.188,-0.014
11773,0,0,999,-0.02,-0.014
11779,0,0,1000,-0.02,-0.014
11786,0,0,999,0.036,0.014
11792,-1,-2,998,-0.16,0.098
11798,0,3,1000,0.175,-0.042
11858,0,1,1001,0.063,0.014
11864,0,0,999,0.008,-0.014
11870,0,0,998,-0.048,0.042
11877,-1,0,998,0.008,0.07
11882,0,0,1000,-0.02,0.042
11888,0,-2,1000,-0.132,-0.042
11894,0,0,999,0.036,0.042
11901,-1,0,1000,0.008,0.07
11907,1,0,999,-0.048,-0.07
11912,0,1,1000,0.091,0.042
11918,0,0,999,-0.048,0.042
11925,0,0,999,-0.02,-0.014
11930,0,0,1000,-0.048,0.042
11936,0,-1,998,-0.076,-0.014
11942,0,0,996,0.008,-0.014
11949,-1,0,999,0.008,0.07
11954,0,-1,1001,-0.104,0.042
11960,0,-1,998,-0.104,-0.014
11966,0,0,1000,-0.02,0.042
11973,-1,-1,1000,-0.104,0.07
11979,-1,-2,1001,-0.132,0.07
11985,0,0,998,0.036,-0.042
11991,0,1,1000,0.064,0.042
11998,0,-1,1000,-0.076,0.014
12003,0,0,998,-0.02,-0.014
12009,0,0,997,0.008,0.014
12015,-2,0,999,-0.048,0.126
12022,0,0,998,0.008,-0.042
12027,-1,0,999,-0.02,0.07
12033,-1,1,999,0.064,0.07
12039,0,0,999,0.008,0.014
12046,-1,-1,997,-0.076,0.098
12051,0,0,998,-0.048,-0.042
12057,-1,1,1000,0.091,0.098
12063,0,0,1000,-0.048,0.042
12070,3,-2,1000,-0.132,-0.182
12079,0,1,999,0.064,-0.042
12090,-1,-2,1000,-0.132,0.07
12095,0,0,1000,0.036,0.042
12101,0,-1,1000,-0.104,0.014
12108,1,0,1001,-0.02,-0.07
12113,-1,-2,999,-0.132,0.07
12119,0,-2,1000,-0.132,-0.014
12125,0,0,1001,0.008,0.042
12132,-1,0,999,0.036,0.07
12137,0,1,1001,0.063,0.042
12143,0,0,1001,0.008,-0.014
12149,2,-2,1000,-0.132,-0.126
12156,0,0,998,-0.048,-0.042
12161,0,0,1000,0.008,-0.014
12167,0,0,1002,0.008,-0.014
12173,0,0,998,0.008,-0.042
12180,-1,-1,999,-0.104,0.07
12185,-2,0,1002,-0.048,0.125
12191,-1,-2,998,-0.132,0.07
12197,0,0,1001,0.036,-0.014
12204,0,0,1000,-0.02,0.042
12209,0,0,1000,-0.048,0.014
12215,1,0,999,-0.02,-0.098
12221,2,1,1000,0.064,-0.126
12228,0,1,999,0.092,-0.014
12233,-3,0,998,-0.048,0.21
12239,0,0,999,-0.02,0.014
12245,-2,1,998,0.092,0.154
12252,0,1,998,0.092,-0.014
12257,0,0,998,-0.048,0.014
12263,0,0,999,0.008,-0.042
12269,-2,-1,998,-0.104,0.126
12276,-1,0,1000,-0.02,0.07
12281,-1,-2,1001,-0.16,0.098
12287,0,0,1000,0.008,0.042
12293,0,2,999,0.148,0.042
12300,0,1,996,0.092,-0.042
12308,0,1,999,0.092,0.014
12315,0,0,1001,-0.02,-0.042
12320,0,1,999,0.064,0.042
12330,0,0,998,-0.02,-0.042
12336,0,1,997,0.064,0.042
12343,0,0,998,0.008,-0.014
12348,0,1,998,0.064,-0.014
12354,-1,0,1000,-0.048,0.07
12360,0,-2,1000,-0.16,-0.014
12367,0,0,998,0.008,0.014
12373,-1,0,1000,-0.048,0.07
12378,0,0,1000,-0.048,0.042
12384,-2,2,999,0.12,0.126
12391,-1,0,996,0.036,0.07
12397,0,-2,999,-0.132,0.042
12402,-1,0,999,0.008,0.07
12408,0,2,999,0.147,0.014
12415,2,-1,999,-0.076,-0.126
12421,0,-1,1000,-0.076,0.042
12426,0,1,997,0.092,-0.042
12432,0,0,998,0.036,-0.014
12438,0,0,1000,-0.02,-0.042
12445,-1,0,999,0.008,0.098
12450,-1,0,1000,-0.02,0.07
12456,-1,0,1001,0.008,0.07
12462,-1,0,999,-0.02,0.07
12469,0,1,999,0.092,-0.014
12474,0,-1,999,-0.076,-0.014
12480,0,-1,1000,-0.076,0.014
12486,-1,0,998,-0.02,0.098
12493,-1,-1,998,-0.104,0.098
12498,-1,0,997,-0.048,0.098
12504,0,0,996,-0.048,-0.042
12510,0,0,998,0.008,0.014
12517,0,0,1000,-0.02,-0.014
12522,0,1,1001,0.091,-0.014
12528,-1,0,1000,0.008,0.07
12538,0,0,999,0.036,0.014
12545,-2,0,1000,-0.02,0.126
12550,0,-1,1000,-0.076,-0.042
12556,-3,0,998,-0.02,0.182
12567,0,1,999,0.064,0.042
12573,0,1,998,0.064,-0.042
12579,2,0,999,-0.048,-0.154
12586,0,0,1000,0.008,0.042
12591,0,0,997,0.036,-0.042
12598,0,0,1000,-0.02,-0.042
12603,0,0,1001,-0.048,-0.042
12609,0,2,999,0.12,-0.042
12615,0,-1,998,-0.076,0.042
12622,0,0,999,0.036,0.014
12627,0,0,999,0.008,-0.014
12633,-1,-1,999,-0.104,0.098
12639,0,0,1001,-0.048,0.014
12646,1,0,1000,0.008,-0.098
12652,-1,3,1001,0.175,0.098
12658,-1,0,1000,0.036,0.07
12665,0,-1,999,-0.076,-0.014
12671,0,-1,1000,-0.076,0.042
12676,-1,0,999,0.036,0.07
12682,0,0,1000,-0.02,-0.042
12688,0,-2,1000,-0.132,0.042
12695,0,0,1000,0.008,0.042
12700,2,0,999,-0.048,-0.126
12706,1,0,999,0.008,-0.07
12713,1,1,999,0.092,-0.07
12719,-1,0,1001,-0.02,0.098
12725,-1,0,1000,0.036,0.07
12731,0,0,998,-0.048,-0.014
12738,0,0,1001,-0.048,0.014
12743,3,2,1000,0.119,-0.182
12749,1,0,1000,0.036,-0.098
12755,0,1,999,0.092,-0.042
12762,0,-2,1001,-0.132,-0.014
12813,0,0,999,0.036,-0.014
12819,0,-2,1000,-0.132,0.014
12825,-3,0,997,-0.048,0.21
12831,-2,0,999,-0.048,0.154
12837,-1,0,1001,-0.02,0.07
12845,0,0,998,-0.048,0.042
12850,0,3,998,0.176,-0.014
12856,0,-2,999,-0.132,-0.042
12863,0,1,1000,0.091,-0.014
12868,-2,0,998,0.008,0.126
12874,0,1,998,0.064,0.042
12880,0,1,999,0.092,-0.042
12887,0,0,997,-0.02,-0.014
12892,0,-2,997,-0.132,0.042
12898,0,-1,998,-0.076,0.014
12904,-1,0,998,0.008,0.07
12911,0,0,999,0.036,-0.014
12916,0,1,1000,0.064,0.014
12922,0,0,1001,-0.048,-0.014
12928,0,0,999,-0.02,-0.042
12935,0,0,998,-0.048,0.014
12940,0,0,1000,-0.048,-0.042
12946,2,1,998,0.064,-0.126
12952,1,1,1000,0.064,-0.07
12959,-1,0,997,-0.048,0.098
12964,0,0,1001,0.036,-0.042
12970,0,0,999,-0.048,0.042
12976,1,0,999,-0.048,-0.098
12983,3,-1,1000,-0.104,-0.21
12988,2,-1,1000,-0.076,-0.154
12994,0,0,998,0.036,-0.042
13000,-1,0,999,-0.02,0.098
13007,0,0,997,-0.048,0.042
13012,0,0,1000,-0.048,-0.014
13018,0,0,998,-0.048,-0.014
13024,0,-1,1001,-0.076,0.042
13034,-1,0,1000,-0.02,0.07
13041,-2,0,1000,-0.048,0.154
13046,1,0,1001,-0.048,-0.07
13052,0,-1,1000,-0.076,-0.042
13058,0,0,1000,0.036,0.014
13065,-1,1,998,0.064,0.098
13070,0,1,1000,0.064,-0.042
13076,0,1,1001,0.091,0.014
13085,0,0,1000,0.036,0.042
13090,-2,0,998,0.036,0.126
13096,0,0,1001,-0.02,0.042
13103,0,-1,1000,-0.076,-0.014
13108,1,0,1000,-0.048,-0.07
13114,0,0,1000,0.008,0.042
13120,-1,0,999,-0.048,0.098
13127,-1,0,998,-0.02,0.07
13132,0,-1,998,-0.104,-0.014
13138,0,0,999,0.008,0.042
13144,2,-1,999,-0.076,-0.126
13151,-2,-1,997,-0.076,0.154
13156,0,0,1000,0.036,0.014
13162,1,0,998,-0.02,-0.098
13168,0,0,1000,0.008,-0.042
13175,0,-1,999,-0.076,-0.042
13180,0,0,1001,-0.02,-0.014
13186,0,-1,1000,-0.076,0.014
13192,-1,0,1000,0.036,0.07
13199,0,0,1000,-0.02,-0.042
13205,-3,0,1001,0.036,0.181
13211,0,1,999,0.092,-0.014
13218,0,-1,999,-0.076,-0.042
13223,0,0,999,0.008,0.042
13229,2,-1,999,-0.076,-0.126
13235,-1,-1,999,-0.076,0.07
13242,-1,0,1000,-0.02,0.098
13247,0,0,998,-0.048,0.042
13257,0,0,996,0.008,0.042
13262,2,0,998,-0.048,-0.154
13268,1,0,1000,0.036,-0.098
13274,0,0,998,-0.02,-0.014
13281,2,0,1000,-0.048,-0.126
13286,1,-1,999,-0.104,-0.098
13292,-1,0,1000,0.036,0.098
13298,1,0,999,-0.02,-0.098
13305,0,0,1003,-0.02,-0.014
13310,0,-2,1001,-0.132,-0.042
13316,0,0,999,-0.048,-0.042
13326,0,1,1001,0.063,-0.014
13332,-2,-2,998,-0.132,0.126
13339,-3,0,1001,-0.048,0.209
13344,0,1,1002,0.063,0.014
13350,2,0,999,0.036,-0.126
13356,-1,1,999,0.064,0.098
13363,0,0,1000,0.036,0.042
13368,3,2,999,0.12,-0.182
13374,-1,1,998,0.092,0.07
13380,0,0,1000,0.008,-0.042
13387,0,0,999,0.008,0.014
13392,-1,0,998,0.036,0.098
13398,0,0,998,-0.048,0.042
13404,0,0,999,0.008,-0.042
13411,3,2,1000,0.147,-0.182
13416,0,0,999,0.008,0.014
13422,-1,0,1000,-0.048,0.07
13428,1,-1,997,-0.076,-0.07
13435,0,-1,998,-0.076,-0.014
13440,-2,1,998,0.092,0.126
13446,0,-1,1000,-0.076,0.014
13452,0,0,999,-0.048,-0.014
13459,0,0,1001,0.008,-0.014
13464,0,-1,1000,-0.076,0.042
13470,0,0,1000,0.008,-0.014
13476,-2,0,1000,0.036,0.126
13487,-1,-1,1000,-0.104,0.098
13493,0,0,1000,0.036,0.042
13499,-1,0,1001,0.036,0.07
13505,-2,0,1000,-0.02,0.126
13512,-1,0,998,0.036,0.07
13517,0,1,999,0.064,0.042
13523,0,0,999,-0.02,0.042
13529,1,0,998,0.036,-0.07
13536,0,1,1001,0.063,0.014
13541,0,3,1001,0.175,0.042
13547,-2,0,999,0.036,0.126
13553,0,0,1000,-0.02,0.042
13565,0,0,997,0.008,0.014
13571,-1,0,998,-0.048,0.07
13577,-1,1,997,0.092,0.098
13584,0,0,999,-0.02,0.014
13589,0,-2,999,-0.132,-0.014
13595,1,0,998,0.036,-0.098
13601,1,0,999,0.008,-0.098
13608,-1,0,1000,-0.048,0.07
13613,1,-1,1002,-0.076,-0.098
13619,2,-1,999,-0.104,-0.126
13625,0,-1,1001,-0.076,0.014
13632,0,-1,999,-0.076,-0.042
13637,0,-2,999,-0.132,0.014
13643,0,-2,1001,-0.132,0.042
13649,0,1,1002,0.091,0.014
13656,-2,0,999,-0.02,0.154
13661,0,0,999,0.036,0.042
13667,-1,0,998,-0.02,0.07
13673,-1,0,998,0.036,0.07
13680,0,4,1001,0.231,0.042
13685,0,-1,999,-0.076,-0.042
13691,1,-1,999,-0.076,-0.098
13697,-2,0,1000,0.036,0.154
13704,0,1,997,0.092,0.014
13709,-3,0,998,0.036,0.182
13764,0,0,1000,0.008,-0.014
13771,-2,1,999,0.092,0.154
13776,-1,0,999,-0.02,0.098
13782,-1,0,997,0.008,0.07
13788,-1,1,999,0.092,0.098
13795,0,-2,999,-0.16,0.014
13800,0,-1,1001,-0.104,0.042
13806,0,0,999,0.008,0.014
13812,-1,0,999,0.008,0.07
13819,0,-1,1000,-0.076,0.042
13826,-2,-1,998,-0.104,0.154
13831,0,0,999,-0.048,0.014
13843,2,-1,999,-0.076,-0.126
13848,0,1,1000,0.091,-0.042
13854,0,0,998,-0.02,-0.014
13860,1,1,1000,0.064,-0.07
13867,0,1,1001,0.063,-0.014
13872,0,-2,999,-0.16,0.014
13878,0,-2,1000,-0.132,0.014
13884,0,0,1000,0.008,-0.014
13891,-3,1,999,0.064,0.21
13896,0,2,1002,0.147,-0.014
13902,2,0,999,0.036,-0.154
13908,1,1,1001,0.091,-0.07
13915,0,0,998,0.008,0.014
13920,0,-1,999,-0.076,0.042
13926,-2,-1,1000,-0.076,0.154
13932,-2,0,1000,0.036,0.126
13939,0,0,999,0.008,0.042
13946,-1,1,999,0.064,0.07
13951,0,1,1001,0.063,0.042
13957,0,1,1001,0.091,-0.042
13964,0,-1,1001,-0.076,-0.014
13969,0,0,1002,0.035,0.014
13975,0,-1,997,-0.076,-0.014
13981,0,0,999,0.036,-0.014
13988,0,0,1000,-0.048,-0.014
13997,-1,0,998,0.008,0.098
14003,-2,1,1000,0.091,0.126
14009,1,0,998,0.008,-0.07
14016,1,1,999,0.064,-0.098
14021,0,0,1000,0.008,0.014
14027,0,1,999,0.064,-0.042
14033,0,0,998,0.036,-0.014
14040,0,1,996,0.064,-0.014
14046,0,0,999,0.036,0.042
14051,-1,0,998,0.008,0.098
14057,-2,0,997,0.008,0.154
14064,1,0,999,0.008,-0.098
14069,2,1,1000,0.091,-0.126
14075,0,-1,1000,-0.076,-0.042
14085,0,0,995,-0.049,0.042
14090,-2,0,998,0.036,0.126
14096,-3,0,1001,-0.048,0.209
14103,0,1,1001,0.063,0.042
14108,0,1,999,0.092,-0.014
14114,0,3,1000,0.175,0.042
14120,0,-2,1001,-0.132,-0.042
14127,0,0,999,0.008,-0.014
14132,0,1,997,0.092,0.042
14138,-1,0,997,0.036,0.098
14144,-1,0,999,-0.048,0.07
14151,-1,0,998,-0.02,0.07
14156,0,2,998,0.12,-0.014
14162,-1,0,998,-0.048,0.098
14168,0,0,1000,-0.02,-0.014
14175,0,-2,997,-0.133,0.042
14180,-3,0,998,-0.02,0.182
14186,0,0,998,0.008,0.042
14192,2,1,1000,0.064,-0.126
14199,0,-1,999,-0.076,0.014
14205,0,0,999,0.008,-0.042
14211,0,1,1000,0.091,-0.014
14218,0,0,999,-0.048,-0.014
14226,0,0,1000,-0.02,-0.014
14233,0,0,999,-0.02,-0.042
14238,0,0,1000,-0.048,-0.042
14244,0,-1,999,-0.076,0.014
14250,-2,1,999,0.092,0.154
14257,0,0,1000,-0.02,0.042
14262,-1,0,1002,-0.02,0.07
14268,0,0,1002,0.036,0.042
14274,0,-1,1000,-0.104,-0.014
14281,0,0,1001,-0.02,0.042
14286,1,-1,999,-0.076,-0.07
14292,0,0,998,0.008,0.042
14298,-1,0,1000,-0.02,0.098
14305,0,-1,999,-0.076,-0.042
14310,-1,0,1001,-0.02,0.098
14316,0,0,998,-0.02,-0.042
14325,1,0,998,0.008,-0.07
14330,0,0,999,0.036,0.014
14336,-1,3,999,0.175,0.07
14343,-1,1,999,0.064,0.07
14348,0,0,1001,-0.048,-0.042
14354,0,0,1000,0.008,-0.014
14360,-1,0,997,0.008,0.098
14367,0,-2,997,-0.132,0.014
14372,0,0,1000,-0.02,0.014
14378,2,0,998,-0.02,-0.126
