t_ms,ax_mg,ay_mg,az_mg,roll_acc_deg,pitch_acc_deg
24041,0,-1,1000,-0.076,-0.014
24048,1,0,999,0.036,-0.098
24054,1,-3,999,-0.188,-0.07
24059,0,-1,1001,-0.104,-0.042
24065,0,-1,1000,-0.076,-0.014
24071,0,1,1000,0.064,0.042
24077,-1,-2,1002,-0.16,0.07
24083,-1,0,999,-0.02,0.07
24089,0,0,999,-0.02,0.042
24097,0,0,999,0.036,0.042
24103,0,-1,1001,-0.104,-0.042
24109,-4,0,998,0.008,0.266
24116,0,0,1001,-0.02,-0.014
24121,-1,-1,1002,-0.076,0.07
24127,-3,2,1002,0.147,0.209
24133,1,0,998,0.008,-0.07
24140,0,2,999,0.12,-0.014
24145,0,0,997,-0.02,0.042
24151,-1,0,1000,0.008,0.07
24157,0,-4,998,-0.244,-0.042
24164,0,1,999,0.092,-0.042
24169,0,2,998,0.12,-0.014
24175,0,1,1001,0.091,-0.042
24181,0,1,1002,0.091,0.042
24188,-1,-1,1001,-0.104,0.098
24193,-1,-1,1000,-0.076,0.07
24199,0,0,999,0.008,0.014
24206,0,0,1000,0.036,-0.014
24212,0,0,1000,0.036,-0.014
24218,1,-1,999,-0.076,-0.098
24224,1,-2,1000,-0.132,-0.07
24231,0,0,1001,-0.048,-0.042
24236,-1,-1,1003,-0.104,0.07
24242,-1,-2,1001,-0.16,0.07
24252,-2,0,998,-0.048,0.154
24304,1,1,1001,0.063,-0.098
24310,-1,0,1000,-0.02,0.098
24316,0,1,999,0.064,0.014
24323,-1,-1,1001,-0.076,0.098
24328,-2,0,1000,-0.02,0.126
24334,0,0,1000,0.008,0.014
24340,-2,2,1001,0.119,0.125
24347,0,0,1000,0.008,-0.042
24352,-1,1,1001,0.063,0.098
24358,-2,0,1000,-0.048,0.126
24364,-2,-1,997,-0.104,0.126
24376,0,1,996,0.064,0.042
24382,0,1,1001,0.091,0.042
24388,-3,0,1000,-0.02,0.181
24395,-3,0,1002,-0.02,0.181
24400,0,1,1001,0.063,0.014
24406,-1,0,1001,-0.048,0.098
24412,-1,0,999,0.008,0.098
24419,0,2,1001,0.119,0.014
24424,-1,0,1002,-0.02,0.07
24430,0,0,1000,0.008,0.014
24436,-1,0,997,-0.048,0.07
24443,0,1,999,0.064,0.042
24448,0,2,998,0.148,0.014
24454,0,0,1000,0.008,0.042
24460,0,0,1000,0.036,-0.042
24467,0,0,1002,-0.02,-0.014
24472,0,0,999,0.008,0.014
24478,1,0,998,-0.02,-0.098
24484,2,-2,998,-0.16,-0.126
24491,1,1,997,0.092,-0.07
24496,0,0,999,-0.02,0.014
24502,1,0,1000,-0.048,-0.098
24508,1,1,999,0.092,-0.098
24515,0,0,1002,-0.048,-0.042
24520,0,-1,999,-0.104,0.014
24529,1,-1,999,-0.104,-0.07
24535,-1,0,999,0.008,0.098
24541,-1,-1,999,-0.104,0.07
24548,0,0,999,-0.048,-0.042
24554,-1,0,1000,0.036,0.07
24559,-2,1,1001,0.063,0.125
24566,0,0,1000,-0.02,-0.014
24572,0,2,1000,0.119,0.042
24577,2,1,999,0.064,-0.154
24583,1,1,999,0.064,-0.098
24589,0,1,999,0.092,-0.042
24596,0,2,996,0.12,0.014
24602,2,0,999,0.036,-0.126
24607,-1,0,998,-0.048,0.07
24617,-1,0,998,-0.02,0.07
24622,-1,0,999,0.036,0.07
24628,0,1,1001,0.091,0.042
24635,2,0,1002,-0.02,-0.126
24640,-1,1,1000,0.091,0.07
24646,-1,-1,1001,-0.104,0.07
24652,-3,0,999,0.008,0.21
24659,0,0,1002,0.035,0.042
24665,-1,0,999,0.008,0.098
24671,0,0,1000,0.036,0.014
24678,2,2,999,0.147,-0.126
24683,0,-1,1002,-0.076,0.042
24689,-1,0,999,-0.048,0.07
24695,1,0,1001,-0.048,-0.098
24702,1,0,1001,0.008,-0.098
24707,3,0,1000,-0.02,-0.182
24713,-1,0,1003,-0.02,0.07
24719,0,-2,999,-0.16,0.014
24726,1,-1,1001,-0.076,-0.098
24732,-2,0,996,-0.02,0.126
24738,-1,0,998,0.036,0.098
24744,0,0,997,-0.02,-0.014
24750,0,0,998,0.036,0.042
24760,0,0,999,-0.048,0.042
24766,1,-2,999,-0.16,-0.07
24772,0,0,999,-0.048,-0.042
24779,0,2,1000,0.119,0.042
24784,1,0,1001,-0.02,-0.07
24790,1,0,998,0.036,-0.07
24796,1,0,1001,0.008,-0.07
24803,0,0,1000,-0.02,0.014
24808,3,-2,1002,-0.132,-0.181
24814,2,0,1002,-0.048,-0.126
24820,0,0,999,0.008,0.042
24827,1,0,1000,0.036,-0.07
24832,2,0,1002,0.036,-0.154
24838,0,0,1000,0.036,-0.042
24844,-2,0,1003,-0.02,0.125
24856,-2,-1,998,-0.076,0.154
24861,0,0,1000,-0.02,0.014
24867,-3,-2,1001,-0.132,0.209
24873,0,0,1000,-0.02,-0.014
24880,0,0,1002,-0.048,0.014
24885,0,-4,1001,-0.272,-0.014
24891,0,-1,1001,-0.104,0.042
24897,1,-3,998,-0.216,-0.098
24904,0,-1,1000,-0.076,-0.014
24909,2,0,1001,0.008,-0.126
24915,0,-3,1002,-0.188,-0.042
24921,0,0,998,0.008,-0.042
24928,-1,0,999,0.008,0.07
24933,0,2,997,0.12,-0.014
24939,-2,2,999,0.12,0.154
24945,0,0,1000,-0.02,0.014
24952,0,0,998,0.008,-0.014
24957,-1,0,1000,0.008,0.07
24963,0,0,1002,0.036,-0.042
24969,-3,3,1001,0.175,0.181
24976,-1,1,1001,0.063,0.07
24984,1,0,1001,-0.048,-0.098
24991,0,-2,1000,-0.16,0.042
24996,0,-1,999,-0.104,-0.014
25002,0,1,1001,0.063,0.014
25008,0,-1,1001,-0.104,-0.014
25015,0,0,998,-0.048,-0.014
25020,0,0,1000,-0.02,0.042
25026,0,1,997,0.064,0.042
25032,0,0,1000,0.008,0.014
25039,-2,-1,999,-0.104,0.154
25044,0,-1,1001,-0.076,0.042
25050,-1,0,999,0.008,0.07
25056,0,0,1001,-0.048,0.014
25063,0,-1,1000,-0.076,-0.042
25068,-1,-1,1000,-0.104,0.07
25074,-1,0,1000,-0.048,0.098
25080,1,0,1001,0.036,-0.098
25087,0,0,999,-0.02,-0.042
25097,3,1,997,0.092,-0.182
25102,0,0,998,0.036,-0.014
25108,3,-2,1000,-0.132,-0.21
25114,1,1,1000,0.091,-0.07
25121,0,-1,999,-0.104,0.014
25126,0,2,1001,0.119,-0.042
25132,4,0,998,-0.048,-0.266
25138,0,2,1002,0.119,-0.042
25145,2,1,1001,0.091,-0.154
25150,0,1,997,0.092,0.014
25156,-1,-1,997,-0.105,0.098
25162,-3,0,1001,0.036,0.209
25169,-1,1,1000,0.064,0.07
25174,-2,1,999,0.064,0.126
25180,0,-1,1001,-0.076,0.042
25186,0,-1,1001,-0.076,-0.014
25193,0,0,1000,-0.02,0.014
25198,-3,-1,1001,-0.076,0.181
25252,-1,0,1000,0.036,0.098
25258,-1,0,998,-0.048,0.098
25265,0,-1,1001,-0.104,0.014
25270,0,0,999,-0.048,0.042
25276,0,-2,1000,-0.132,0.042
25282,-1,0,999,0.036,0.098
25289,-2,0,1002,-0.048,0.125
25294,0,0,1001,0.036,-0.014
25300,0,2,999,0.12,0.042
25306,0,-1,998,-0.104,0.014
25313,-1,0,1001,-0.048,0.098
25318,-1,-3,999,-0.216,0.098
25324,-1,-1,999,-0.076,0.07
25330,0,-1,1000,-0.076,-0.042
25337,-1,0,1000,0.008,0.07
25342,1,0,998,-0.02,-0.07
25348,0,2,1000,0.119,-0.042
25354,0,-1,999,-0.076,-0.014
25361,0,0,1001,-0.02,0.014
25366,-1,0,999,0.036,0.098
25376,0,-1,1000,-0.076,0.042
25382,0,1,1000,0.064,-0.014
25388,0,0,1000,-0.048,0.042
25395,0,1,999,0.064,0.014
25400,-1,-1,999,-0.104,0.098
25406,0,-1,999,-0.076,-0.014
25412,-1,0,998,-0.048,0.07
25419,-1,1,1000,0.064,0.07
25424,0,-1,999,-0.076,0.014
25430,0,0,1002,-0.02,-0.014
25436,0,0,999,0.008,0.014
25443,0,1,998,0.064,-0.042
25448,-1,0,995,0.036,0.07
25454,-1,2,999,0.12,0.098
25460,0,0,995,0.008,0.014
25467,-1,-1,999,-0.104,0.07
25472,1,0,1000,-0.02,-0.07
25482,1,0,1000,-0.048,-0.07
25488,0,-1,1004,-0.076,0.042
25495,-1,0,997,-0.02,0.07
25500,0,0,1003,-0.02,0.014
25506,1,-2,999,-0.132,-0.07
25512,-1,0,997,-0.02,0.07
25519,0,1,1000,0.064,0.014
25524,-2,-2,1000,-0.132,0.154
25530,0,-2,1000,-0.132,0.042
25536,0,-1,1001,-0.076,0.042
25543,0,0,999,-0.02,-0.014
25548,-1,-2,1000,-0.132,0.098
25554,0,-1,1000,-0.104,0.014
25560,0,0,1000,0.036,0.042
25567,-1,-1,1000,-0.076,0.07
25573,0,0,1000,0.008,-0.014
25578,0,0,1000,-0.048,-0.014
25584,0,0,1001,-0.02,-0.014
25590,2,1,1001,0.091,-0.126
25597,0,-1,999,-0.076,-0.042
25602,-1,0,996,0.036,0.07
25608,0,-1,1000,-0.076,-0.014
25616,-1,0,997,-0.02,0.098
25622,0,0,998,0.036,0.042
25628,0,2,999,0.12,0.042
25635,0,-1,999,-0.104,-0.014
25640,0,0,999,0.036,0.014
25646,0,1,1000,0.064,-0.042
25652,0,1,999,0.064,0.014
25659,0,0,999,0.008,-0.014
25665,0,0,1001,0.008,-0.042
25671,0,-4,1000,-0.244,0.014
25678,0,-2,997,-0.133,-0.014
25683,1,0,999,0.008,-0.098
25689,0,0,998,0.036,-0.042
25695,0,1,998,0.064,-0.014
25705,0,1,999,0.064,-0.042
25712,0,0,997,-0.048,-0.042
25717,0,-1,1001,-0.076,-0.014
25723,0,0,1000,-0.048,-0.042
25729,0,-1,1001,-0.076,0.042
25736,-4,0,1002,-0.048,0.265
25741,-1,0,998,0.036,0.098
25747,-1,0,1000,0.036,0.098
25753,-1,0,999,0.008,0.07
25760,0,2,999,0.12,0.042
25765,-1,0,999,0.036,0.07
25771,0,2,1000,0.147,0.014
25777,0,0,999,0.008,0.014
25784,0,0,999,-0.02,-0.014
25789,-1,-2,999,-0.132,0.07
25795,2,1,999,0.064,-0.126
25801,0,1,1001,0.063,0.042
25808,0,0,999,0.008,-0.042
25813,0,-1,999,-0.104,-0.042
25819,1,0,1000,0.008,-0.07
25825,-1,-1,1000,-0.076,0.07
25832,-1,-2,1000,-0.132,0.098
25837,1,-1,998,-0.076,-0.07
25843,-1,1,999,0.064,0.07
25854,0,-2,999,-0.132,-0.042
25859,0,0,999,0.008,-0.014
25866,2,-1,1001,-0.104,-0.126
25871,1,1,1000,0.091,-0.07
25877,1,1,1000,0.064,-0.07
25883,0,-2,1001,-0.16,-0.042
25890,0,0,1000,0.008,-0.014
25895,1,1,997,0.064,-0.07
25901,1,-2,998,-0.132,-0.098
25907,0,0,1000,0.036,-0.014
25914,0,0,1000,0.036,0.042
25919,2,-2,1001,-0.132,-0.126
25928,1,-1,1001,-0.076,-0.098
25934,1,-1,1000,-0.076,-0.07
25940,0,0,1003,0.035,-0.042
25947,0,0,999,-0.02,0.042
25952,-3,0,999,0.008,0.182
25958,0,-2,1000,-0.16,0.042
25964,-2,1,998,0.064,0.154
25971,-1,2,999,0.12,0.098
25976,0,0,997,-0.02,0.042
25982,0,0,1000,0.008,-0.042
25988,0,0,1000,0.008,0.014
25995,2,0,999,-0.02,-0.126
26000,0,0,1000,-0.048,-0.042
26006,0,0,998,-0.02,-0.042
26012,1,0,998,-0.048,-0.098
26019,0,-2,997,-0.161,0.042
26025,0,-2,1003,-0.132,-0.042
26031,-1,0,997,0.008,0.098
26037,0,-2,1001,-0.16,0.014
26044,0,0,999,0.008,-0.042
26049,1,0,1001,-0.02,-0.098
26055,0,-1,1001,-0.076,0.042
26061,0,1,1001,0.063,0.014
26068,-1,0,1002,0.008,0.097
26073,0,-3,998,-0.188,-0.042
26079,0,2,998,0.12,-0.042
26085,0,0,999,0.036,-0.042
26097,1,0,999,0.008,-0.07
26102,2,-1,1001,-0.104,-0.126
26108,0,-2,998,-0.132,0.014
26115,0,0,1001,-0.048,-0.014
26121,1,1,997,0.092,-0.07
26126,-1,-3,999,-0.188,0.098
26132,-1,0,999,0.008,0.07
26138,0,0,997,-0.02,0.014
26144,1,0,998,-0.048,-0.07
26150,0,2,998,0.148,0.014
26204,0,0,999,0.008,0.042
26210,0,0,1000,-0.048,-0.042
26217,0,1,1000,0.064,0.014
26222,0,0,999,-0.048,0.014
26228,-4,-1,1000,-0.076,0.237
26234,0,0,998,-0.048,0.042
26241,2,0,1003,0.008,-0.126
26246,1,2,1000,0.119,-0.07
26252,-1,0,1003,-0.048,0.07
26258,-1,0,1002,-0.02,0.097
26265,-1,0,1001,-0.048,0.07
26270,1,-2,997,-0.161,-0.07
26276,2,-1,1001,-0.076,-0.126
26282,0,-2,1000,-0.16,-0.042
26289,0,0,1001,0.008,-0.042
26294,0,0,998,-0.048,-0.042
26300,2,1,999,0.064,-0.126
26306,0,0,999,-0.02,-0.014
26313,0,1,998,0.092,0.014
26318,0,1,1000,0.091,-0.042
26324,0,0,996,-0.02,0.042
26330,1,2,1001,0.119,-0.098
26337,0,0,1002,0.035,0.042
26342,1,1,1001,0.063,-0.07
26348,1,-1,998,-0.104,-0.098
26354,0,0,1000,0.008,0.042
26361,1,-1,999,-0.076,-0.07
26371,1,0,1000,0.008,-0.07
26376,-1,0,1002,-0.02,0.07
26382,0,0,999,0.036,-0.014
26389,0,0,999,-0.02,-0.014
26395,0,0,1001,-0.02,0.014
26400,0,0,998,-0.02,-0.042
26406,-1,-1,1000,-0.104,0.098
26413,0,0,1000,0.008,-0.014
26419,-2,0,999,-0.048,0.154
26429,0,0,997,-0.048,0.014
26435,0,-1,998,-0.104,0.014
26442,0,0,998,0.036,0.014
26447,0,1,998,0.064,-0.014
26453,-1,0,1001,-0.048,0.07
26459,0,0,998,-0.048,0.014
26466,0,-2,1000,-0.132,-0.014
26472,0,1,998,0.064,0.042
26478,1,0,998,-0.048,-0.07
26484,-1,0,997,-0.048,0.07
26491,-2,0,998,-0.02,0.126
26496,0,0,1001,0.036,-0.014
26502,-1,1,1002,0.091,0.098
26508,0,0,998,-0.02,0.042
26515,-1,0,998,-0.02,0.07
26520,0,-2,999,-0.132,0.014
26526,0,0,999,0.008,0.042
26532,0,0,1000,-0.048,-0.042
26539,0,0,999,-0.02,0.042
26544,0,0,1002,-0.02,-0.014
26550,0,3,1000,0.203,-0.042
26556,1,-2,1000,-0.132,-0.07
26563,2,0,1000,-0.02,-0.126
26568,0,0,1003,0.008,0.042
26574,1,0,1001,-0.02,-0.07
26580,0,-1,1001,-0.104,-0.014
26587,0,-1,1000,-0.076,-0.042
26592,0,-2,1001,-0.132,0.014
26598,-1,0,998,-0.048,0.07
26604,0,-1,999,-0.076,-0.042
26616,0,0,999,-0.02,-0.042
26622,0,0,1001,-0.048,0.014
26628,0,0,1000,0.008,-0.042
26635,-1,0,1000,0.008,0.098
26640,0,1,1000,0.064,0.042
26646,-1,1,1001,0.091,0.07
26652,0,-1,999,-0.076,0.042
26663,0,1,1001,0.063,-0.014
26669,0,1,1002,0.063,-0.014
26675,2,0,1000,0.008,-0.126
26681,1,0,1001,-0.048,-0.098
26688,0,0,999,-0.02,0.014
26693,0,0,998,0.036,0.042
26699,1,-2,1001,-0.16,-0.07
26705,0,-1,999,-0.104,-0.014
26712,0,0,1001,0.008,-0.042
26717,0,1,1003,0.091,0.042
26723,0,1,999,0.064,-0.042
26729,1,1,1000,0.064,-0.07
26736,1,1,997,0.064,-0.07
26741,0,0,998,0.008,0.042
26747,-2,0,999,0.008,0.154
26753,0,0,1001,0.008,-0.014
26760,0,0,997,-0.02,0.014
26765,-1,0,1001,0.008,0.098
26771,1,0,998,0.008,-0.098
26777,0,-2,998,-0.16,0.014
26784,1,-1,997,-0.076,-0.098
26789,0,0,996,-0.02,0.014
26795,-1,-2,997,-0.133,0.07
26801,1,-2,1000,-0.16,-0.07
26808,0,0,1001,-0.048,0.014
26813,1,0,1000,-0.048,-0.07
26819,0,2,1002,0.147,0.042
26826,-1,0,999,-0.02,0.07
26832,0,0,1000,-0.02,0.042
26837,0,0,997,0.008,0.014
26843,-1,0,999,0.036,0.07
26849,2,1,997,0.092,-0.126
26857,2,-2,1000,-0.132,-0.154
26862,-2,2,999,0.12,0.154
26868,0,0,1000,-0.02,0.042
26875,0,-4,1000,-0.272,-0.014
26880,0,0,998,-0.02,0.042
26890,2,-1,1000,-0.076,-0.126
26895,0,0,999,0.008,-0.014
26901,1,0,1002,-0.048,-0.07
26907,0,-1,1001,-0.076,-0.042
26914,0,-1,1000,-0.076,-0.042
26919,-2,0,1001,0.008,0.125
26925,0,0,998,-0.02,-0.014
26931,-2,0,999,0.008,0.154
26938,0,0,999,-0.02,0.014
26943,-1,0,998,0.036,0.07
26949,0,-2,998,-0.16,-0.014
26955,0,-2,998,-0.132,-0.042
26962,0,0,999,-0.02,0.042
26967,0,-1,999,-0.104,-0.042
26973,1,-1,999,-0.104,-0.07
26979,0,1,999,0.064,-0.042
26986,0,0,998,0.008,-0.014
26991,0,0,999,0.036,-0.014
26997,0,0,1000,-0.02,-0.042
27003,0,1,1000,0.091,0.042
27010,1,0,999,0.036,-0.098
27015,-2,0,1000,0.008,0.126
27021,1,-2,996,-0.161,-0.098
27027,0,0,998,-0.02,-0.042
27034,0,1,997,0.092,-0.014
27039,1,0,998,-0.048,-0.07
27045,0,0,999,-0.02,-0.042
27051,0,-2,999,-0.132,0.014
27058,1,0,998,0.036,-0.098
27063,1,0,1000,-0.02,-0.07
27069,0,-3,997,-0.217,-0.014
27075,0,1,997,0.064,0.014
27082,0,-2,999,-0.16,-0.014
27087,0,0,1000,0.036,-0.014
27097,0,0,1000,0.036,-0.014
27102,-1,1,1001,0.063,0.07
27157,0,0,997,0.036,-0.014
27164,-1,0,998,-0.048,0.098
27169,0,0,998,0.008,0.042
27175,-1,1,1000,0.091,0.098
27181,0,0,1001,0.008,-0.042
27188,0,0,1000,0.008,-0.042
27193,0,1,1001,0.091,-0.014
27199,0,0,998,-0.02,0.014
27205,0,0,999,-0.048,-0.014
27212,0,-1,1000,-0.076,0.014
27217,-1,-1,1000,-0.104,0.07
27223,0,0,998,0.008,0.042
27229,0,0,1000,0.008,-0.014
27236,-1,-1,998,-0.104,0.098
27241,1,0,1000,0.008,-0.098
27247,0,0,999,0.036,-0.042
27253,1,-2,999,-0.16,-0.098
27260,0,-3,999,-0.216,-0.014
27265,1,-1,1000,-0.076,-0.098
27271,0,0,998,0.008,-0.042
27277,0,0,999,0.036,-0.042
27284,0,0,999,-0.048,-0.042
27289,0,-1,998,-0.076,0.042
27295,0,-1,997,-0.104,0.042
27301,-2,0,999,-0.048,0.126
27308,0,0,999,-0.02,0.042
27313,0,0,998,0.008,0.042
27319,0,3,997,0.204,-0.014
27325,0,0,997,0.036,0.042
27332,-1,0,1000,-0.048,0.07
27337,-2,0,999,-0.02,0.126
27343,-2,-1,1000,-0.076,0.126
27349,1,-1,997,-0.105,-0.098
27356,1,2,997,0.12,-0.098
27361,1,0,998,0.008,-0.098
27373,0,-1,999,-0.076,-0.014
27382,0,0,998,0.008,0.014
27389,-2,-1,998,-0.104,0.126
27394,1,-1,999,-0.104,-0.098
27400,0,0,1001,0.008,-0.042
27406,-1,1,999,0.064,0.07
27413,0,1,999,0.092,0.014
27419,0,0,998,0.036,0.042
27425,0,0,998,0.008,0.042
27431,0,0,1000,-0.048,0.014
27438,0,1,1000,0.091,0.014
27443,0,0,999,0.036,0.042
27449,1,0,998,0.008,-0.07
27455,-1,0,999,0.036,0.098
27462,-1,-1,998,-0.104,0.098
27467,0,-1,998,-0.076,-0.014
27473,0,-1,998,-0.104,-0.014
27479,1,0,999,0.036,-0.07
27486,2,0,998,-0.048,-0.126
27491,1,1,999,0.064,-0.07
27497,1,-1,999,-0.104,-0.07
27503,0,-2,998,-0.132,0.014
27510,-2,0,1000,-0.02,0.126
27515,-3,0,999,-0.048,0.182
27521,-1,-1,998,-0.076,0.098
27527,0,1,998,0.064,-0.014
27534,-1,0,998,0.008,0.07
27539,-1,0,999,-0.02,0.098
27545,0,-2,1000,-0.132,-0.014
27551,0,0,999,0.008,-0.042
27558,0,0,999,-0.02,-0.014
27563,1,0,999,0.036,-0.07
27569,0,-1,997,-0.104,0.014
27575,0,-2,999,-0.132,0.042
27582,-1,-1,1000,-0.104,0.07
27587,1,-2,999,-0.132,-0.07
27593,1,-1,997,-0.104,-0.098
27599,1,-1,998,-0.076,-0.07
27615,1,1,999,0.092,-0.098
27620,0,2,998,0.12,0.042
27626,1,-2,999,-0.132,-0.098
27632,0,0,999,-0.02,-0.014
27639,-1,-3,998,-0.216,0.098
27645,0,0,998,0.008,-0.042
27651,0,0,997,0.036,-0.042
27657,1,1,998,0.064,-0.07
27664,0,0,997,0.008,0.042
27669,-1,0,998,-0.048,0.07
27675,1,-1,1001,-0.104,-0.07
27681,0,0,998,-0.048,0.014
27688,0,1,999,0.064,-0.042
27693,0,0,1000,-0.02,-0.042
27699,-1,2,998,0.12,0.07
27706,-1,1,996,0.092,0.07
27712,-2,0,998,0.008,0.154
27718,-2,-1,999,-0.076,0.154
27724,0,1,998,0.092,-0.014
27731,0,0,999,0.008,0.042
27736,0,-1,999,-0.076,0.014
27742,-1,1,998,0.092,0.07
27748,-1,-1,997,-0.076,0.07
27755,0,0,998,0.036,-0.042
27760,-1,-2,998,-0.132,0.098
27766,0,0,999,-0.048,0.014
27772,0,-2,999,-0.132,0.014
27779,0,0,999,-0.048,-0.014
27784,0,-2,1000,-0.16,0.014
27790,-1,2,999,0.12,0.07
27796,-2,0,997,0.008,0.154
27803,1,1,1004,0.063,-0.07
27808,0,0,998,0.008,-0.014
27814,1,0,999,0.008,-0.07
27820,0,0,999,0.036,-0.014
27827,0,2,999,0.147,-0.014
27832,3,0,999,-0.02,-0.182
27842,-1,2,999,0.12,0.07
27848,-1,0,998,-0.02,0.098
27860,-1,0,1001,0.008,0.07
27866,-2,-1,998,-0.076,0.126
27871,1,0,996,-0.048,-0.07
27877,0,0,998,0.008,0.042
27884,1,0,998,-0.048,-0.07
27889,0,-2,1000,-0.132,-0.014
27895,0,2,1001,0.119,-0.014
27901,0,-2,999,-0.16,-0.042
27908,0,0,1001,-0.02,-0.014
27914,0,1,998,0.092,-0.042
27919,0,1,998,0.064,0.042
27925,2,-3,999,-0.188,-0.154
27931,-1,-2,999,-0.132,0.098
27938,0,-1,1000,-0.076,0.014
27943,0,1,997,0.064,-0.014
27949,0,0,999,-0.02,-0.014
27955,3,-1,1000,-0.076,-0.182
27962,0,0,998,-0.048,0.042
27967,0,-1,1001,-0.076,-0.042
27973,-2,0,999,-0.02,0.126
27979,-1,-3,998,-0.188,0.07
27986,-3,0,998,0.008,0.182
27991,-1,2,999,0.12,0.098
27997,0,0,998,0.008,-0.014
28003,-1,2,1000,0.119,0.07
28010,0,1,1000,0.091,0.014
28015,-1,0,1000,0.008,0.098
28021,0,0,999,-0.02,0.042
28027,0,1,998,0.064,0.042
28034,0,0,1000,0.008,-0.014
28039,1,0,1000,-0.048,-0.07
28046,0,0,1001,0.036,-0.042
28051,-1,0,997,-0.048,0.07
28058,0,-1,1000,-0.076,0.042
28063,0,0,997,-0.048,-0.042
28118,0,0,999,0.008,-0.042
28123,1,0,1003,-0.048,-0.098
28135,1,0,999,0.036,-0.098
28141,0,1,995,0.064,-0.042
28147,-1,-1,996,-0.077,0.098
28154,-2,-1,995,-0.105,0.126
28159,-2,0,1004,-0.02,0.125
28165,0,-4,1001,-0.272,-0.014
28171,0,0,1000,0.008,-0.014
28178,2,1,1001,0.063,-0.126
28183,1,0,998,0.036,-0.098
28189,0,1,997,0.092,-0.014
28195,-3,-1,998,-0.076,0.182
28202,-1,-4,1001,-0.244,0.07
28207,0,0,999,0.008,-0.014
28213,0,1,1000,0.064,-0.042
28219,2,0,998,-0.02,-0.126
28226,2,0,999,-0.02,-0.126
28232,0,-4,999,-0.244,0.042
28238,0,1,996,0.064,-0.014
28245,0,0,999,-0.048,0.042
28250,0,0,998,0.008,0.042
28256,2,-1,1000,-0.076,-0.154
28262,0,1,999,0.092,-0.042
28269,0,0,999,-0.02,0.042
28274,0,0,998,-0.048,-0.042
28280,0,0,999,-0.02,0.042
28286,-3,-1,1000,-0.076,0.181
28293,0,-1,1000,-0.076,-0.042
28299,-1,0,999,0.036,0.098
28305,0,2,997,0.12,-0.014
28312,0,-1,999,-0.076,-0.014
28317,0,0,999,-0.02,0.014
28323,0,-1,1000,-0.076,0.042
28329,1,-1,999,-0.104,-0.098
28336,0,0,998,-0.048,-0.042
28344,0,0,999,-0.048,0.042
28351,-1,0,998,-0.048,0.098
28356,-1,1,999,0.092,0.07
28362,-4,0,1000,0.008,0.237
28368,-2,0,998,-0.02,0.126
28376,0,1,1000,0.064,-0.014
28381,-1,1,998,0.064,0.098
28387,1,1,998,0.092,-0.07
28394,0,2,1000,0.119,0.042
28399,0,0,999,-0.02,-0.042
28406,0,1,998,0.064,0.014
28411,0,0,999,-0.048,-0.014
28418,0,0,998,0.008,0.014
28423,0,-1,999,-0.104,-0.014
28429,0,1,998,0.064,0.014
28435,0,0,997,0.008,-0.042
28442,0,0,999,-0.048,-0.014
28447,0,0,999,-0.02,-0.014
28453,1,0,999,-0.048,-0.07
28459,1,0,999,-0.02,-0.07
28466,0,1,998,0.092,0.042
28472,0,-1,999,-0.104,0.014
28478,0,1,998,0.092,-0.014
28485,-1,-1,999,-0.104,0.07
28490,0,0,1000,0.036,-0.042
28496,0,0,1000,-0.048,0.014
28502,-1,0,998,0.008,0.07
28509,0,-2,1000,-0.132,-0.014
28514,0,-1,997,-0.076,0.014
28520,0,1,997,0.064,0.042
28526,-1,-1,998,-0.076,0.07
28533,0,0,1000,0.008,-0.042
28539,0,0,1000,0.036,-0.014
28545,0,-3,999,-0.216,0.014
28551,0,0,997,0.008,0.014
28558,-1,0,999,0.008,0.07
28563,2,1,1000,0.091,-0.126
28573,1,-1,1000,-0.076,-0.098
28578,0,-1,999,-0.076,-0.042
28584,-1,0,997,0.008,0.098
28591,-1,0,1000,-0.02,0.098
28596,-3,0,1000,-0.02,0.209
28602,0,0,999,0.008,0.014
28608,0,-1,1001,-0.076,-0.042
28616,-1,0,999,0.008,0.098
28621,-1,0,1001,0.036,0.07
28627,-3,0,1001,0.036,0.209
28634,0,0,999,-0.02,0.042
28640,-1,0,999,0.008,0.07
28645,-1,0,997,0.008,0.07
28651,-2,2,1001,0.119,0.153
28658,0,3,999,0.175,0.014
28663,0,-1,1001,-0.076,0.014
28669,0,0,998,-0.048,0.042
28675,1,0,999,0.008,-0.07
28682,1,0,996,0.036,-0.098
28687,-1,0,1000,-0.02,0.07
28693,-1,0,1000,0.036,0.07
28699,0,0,998,-0.048,0.014
28706,0,-1,1000,-0.076,-0.014
28712,1,-1,999,-0.104,-0.07
28718,0,0,1000,-0.02,0.014
28724,0,-1,998,-0.104,0.014
28731,0,0,999,-0.02,0.014
28736,0,-1,999,-0.104,-0.042
28742,1,-2,998,-0.132,-0.07
28748,0,0,999,0.008,0.014
28755,1,-1,998,-0.104,-0.098
28760,-1,1,999,0.064,0.07
28766,0,-2,1000,-0.132,-0.014
28772,-1,-1,999,-0.076,0.07
28779,0,-1,1000,-0.104,-0.042
28784,0,-1,997,-0.076,0.014
28790,0,-1,999,-0.104,0.042
28800,0,-2,1000,-0.16,-0.042
28807,1,-2,1000,-0.132,-0.07
28813,-2,0,998,-0.048,0.126
28818,0,0,1001,0.036,0.014
28824,0,0,999,-0.048,0.042
