t_ms,roll_acc,roll_comp,pitch_acc,pitch_comp
20847,0.054,-0.002,0.001,0.006
20854,-0.002,-0.002,-0.111,0.004
20860,-0.114,-0.004,-0.027,0.004
20866,-0.086,-0.006,-0.111,0.001
20873,-0.030,-0.007,-0.055,0.000
20883,0.138,-0.004,-0.083,-0.002
20889,0.110,-0.002,-0.083,-0.004
20896,-0.030,-0.002,-0.055,-0.005
20902,-0.030,-0.003,0.029,-0.004
20908,-0.030,-0.003,0.141,-0.001
20920,0.026,-0.003,-0.027,-0.001
20926,-0.002,-0.002,0.029,-0.001
20932,-0.030,-0.003,-0.083,-0.003
20938,-0.086,-0.005,0.001,-0.003
20945,-0.030,-0.005,0.029,-0.002
20951,0.082,-0.003,0.001,-0.002
20957,-0.142,-0.006,-0.083,-0.004
20964,-0.142,-0.008,0.085,-0.002
20970,-0.002,-0.008,0.001,-0.002
20976,0.054,-0.007,0.224,0.002
20983,0.082,-0.006,0.057,0.003
20989,-0.058,-0.007,0.141,0.006
20996,-0.030,-0.007,-0.083,0.004
21002,-0.086,-0.009,0.085,0.006
21008,-0.030,-0.009,0.001,0.006
21014,0.110,-0.007,0.113,0.008
21021,0.054,-0.006,0.029,0.008
21027,-0.058,-0.007,-0.083,0.006
21033,-0.002,-0.008,-0.195,0.002
21039,-0.086,-0.009,0.057,0.003
21046,-0.002,-0.009,0.057,0.004
21052,0.026,-0.008,-0.027,0.004
21058,-0.002,-0.008,-0.055,0.002
21065,-0.002,-0.008,0.029,0.003
21071,-0.142,-0.011,0.085,0.005
21077,0.138,-0.008,0.057,0.006
21088,-0.030,-0.009,-0.083,0.004
21099,0.110,-0.007,0.113,0.006
21105,-0.086,-0.008,0.085,0.008
21111,-0.114,-0.010,0.001,0.008
21118,-0.058,-0.011,0.001,0.008
21124,0.082,-0.010,0.029,0.008
21130,0.026,-0.009,0.057,0.009
21137,0.054,-0.008,-0.083,0.007
21143,0.082,-0.006,-0.027,0.006
21150,-0.058,-0.007,-0.195,0.002
21156,-0.002,-0.007,-0.083,-0.000
21162,-0.002,-0.007,0.085,0.001
21168,-0.002,-0.007,0.029,0.001
21175,0.082,-0.005,0.029,0.002
21181,-0.002,-0.005,-0.139,-0.001
21187,0.054,-0.004,-0.027,-0.001
21193,-0.002,-0.004,-0.027,-0.002
21200,-0.030,-0.005,0.029,-0.002
21206,0.054,-0.003,-0.083,-0.004
21212,-0.086,-0.005,0.001,-0.003
21219,-0.030,-0.005,0.141,-0.000
21225,0.110,-0.003,0.113,0.002
21231,-0.030,-0.003,0.057,0.002
21238,-0.086,-0.005,0.029,0.003
21244,0.026,-0.004,0.057,0.004
21251,-0.002,-0.004,-0.083,0.002
21257,-0.142,-0.007,-0.083,0.001
21263,-0.086,-0.008,-0.055,-0.000
21270,-0.030,-0.009,0.001,-0.000
21281,-0.086,-0.010,-0.027,-0.001
21288,-0.002,-0.010,0.057,0.001
21295,-0.030,-0.010,0.141,0.003
21350,0.054,-0.009,-0.027,0.002
21356,-0.002,-0.009,0.029,0.003
21363,-0.002,-0.009,0.141,0.005
21369,0.110,-0.006,-0.055,0.004
21376,-0.030,-0.006,0.057,0.005
21382,-0.058,-0.007,-0.083,0.003
21388,-0.086,-0.009,0.057,0.004
21394,0.082,-0.007,0.057,0.005
21401,0.026,-0.007,0.001,0.005
21407,0.082,-0.005,0.001,0.004
21413,-0.030,-0.005,0.113,0.007
21419,-0.030,-0.006,-0.055,0.005
21426,-0.058,-0.007,0.057,0.006
21432,0.054,-0.006,-0.167,0.003
21438,0.110,-0.003,0.169,0.006
21445,0.026,-0.003,0.113,0.008
21451,0.054,-0.002,0.001,0.008
21457,-0.142,-0.005,-0.083,0.006
21464,-0.030,-0.005,0.029,0.007
21470,-0.086,-0.007,-0.055,0.006
21476,-0.086,-0.008,-0.055,0.004
21483,0.054,-0.007,-0.195,0.001
21489,-0.030,-0.008,-0.055,-0.001
21496,-0.030,-0.008,-0.111,-0.003
21507,-0.142,-0.011,0.001,-0.003
21514,-0.002,-0.011,-0.055,-0.004
21521,0.082,-0.009,-0.055,-0.005
21527,-0.030,-0.009,-0.083,-0.007
21533,-0.058,-0.010,-0.055,-0.008
21539,0.138,-0.007,0.001,-0.008
21546,-0.030,-0.008,0.057,-0.006
21556,0.082,-0.006,-0.083,-0.008
21562,-0.086,-0.008,-0.055,-0.009
21569,-0.002,-0.008,0.029,-0.008
21575,-0.030,-0.008,0.029,-0.007
21581,-0.030,-0.009,-0.055,-0.008
21587,-0.030,-0.009,0.141,-0.005
21594,0.054,-0.008,0.057,-0.004
21600,-0.142,-0.010,0.001,-0.004
21606,-0.142,-0.013,0.001,-0.004
21613,0.026,-0.012,0.057,-0.003
21619,0.026,-0.012,0.029,-0.002
21625,-0.002,-0.011,0.001,-0.002
21632,-0.002,-0.011,0.085,-0.000
21638,-0.002,-0.011,0.001,-0.000
21644,-0.114,-0.013,-0.027,-0.001
21650,-0.002,-0.013,0.141,0.001
21657,0.026,-0.012,0.057,0.002
21663,0.026,-0.011,0.001,0.002
21670,-0.002,-0.011,0.057,0.004
21676,-0.030,-0.011,0.029,0.004
21682,0.110,-0.009,-0.083,0.002
21690,0.054,-0.008,0.113,0.005
21697,-0.058,-0.009,0.029,0.005
21704,-0.114,-0.011,0.029,0.006
21710,-0.114,-0.013,-0.083,0.004
21716,-0.002,-0.013,0.057,0.005
21723,-0.002,-0.013,0.001,0.005
21729,0.026,-0.012,-0.055,0.004
21735,0.082,-0.010,-0.083,0.002
21742,-0.030,-0.011,0.029,0.002
21748,0.026,-0.010,0.169,0.006
21758,0.054,-0.008,0.057,0.007
21764,-0.086,-0.010,-0.027,0.006
21770,0.082,-0.008,0.029,0.006
21777,-0.142,-0.011,0.057,0.007
21783,-0.058,-0.012,0.113,0.009
21790,-0.058,-0.013,0.029,0.010
21796,0.054,-0.011,0.029,0.010
21802,-0.058,-0.012,-0.027,0.009
21809,-0.114,-0.014,-0.083,0.007
21815,0.110,-0.011,0.057,0.008
21821,-0.030,-0.012,0.029,0.009
21827,-0.058,-0.013,-0.027,0.008
21834,0.082,-0.010,-0.055,0.007
21840,-0.030,-0.011,0.001,0.007
21846,0.054,-0.010,0.113,0.009
21853,-0.114,-0.012,-0.027,0.008
21859,-0.058,-0.012,0.057,0.009
21865,0.026,-0.012,0.141,0.012
21876,0.194,-0.008,0.057,0.012
21883,0.026,-0.007,-0.083,0.010
21890,0.026,-0.006,0.057,0.011
21896,-0.058,-0.007,0.001,0.011
21902,-0.002,-0.007,-0.055,0.009
21908,-0.030,-0.008,-0.027,0.008
21915,-0.058,-0.009,-0.027,0.008
21921,0.026,-0.008,-0.055,0.006
21927,0.054,-0.006,0.001,0.006
21933,0.137,-0.003,0.057,0.007
21940,0.082,-0.002,0.085,0.009
21946,0.026,-0.001,0.057,0.010
21952,-0.030,-0.002,-0.083,0.008
21959,0.194,0.002,0.001,0.008
21969,-0.058,0.001,0.197,0.012
21975,-0.058,0.000,-0.083,0.010
21982,-0.002,0.000,0.029,0.010
21988,0.026,0.001,-0.055,0.009
21994,0.026,0.001,0.057,0.010
22001,-0.114,-0.001,-0.027,0.009
22007,0.054,0.000,0.057,0.010
22013,0.082,0.002,-0.083,0.008
22019,0.026,0.002,0.057,0.009
22026,-0.030,0.001,-0.027,0.008
22032,-0.030,0.001,0.001,0.008
22038,-0.086,-0.001,-0.027,0.008
22044,-0.142,-0.004,0.001,0.007
22056,-0.058,-0.005,-0.083,0.006
22064,-0.030,-0.006,0.029,0.006
22070,0.138,-0.003,0.001,0.006
22076,0.054,-0.002,0.085,0.007
22083,-0.114,-0.004,-0.027,0.006
22089,-0.002,-0.004,0.001,0.006
22095,-0.114,-0.007,0.001,0.006
22102,-0.030,-0.007,0.001,0.006
22108,-0.086,-0.008,0.001,0.006
22114,0.054,-0.007,0.029,0.006
22120,-0.002,-0.007,-0.027,0.006
22127,-0.058,-0.008,-0.027,0.005
22133,-0.086,-0.010,-0.083,0.004
22139,0.137,-0.007,-0.138,0.000
22145,-0.030,-0.007,0.141,0.003
22152,0.026,-0.007,0.029,0.003
22158,0.082,-0.004,-0.055,0.002
22164,-0.058,-0.006,-0.055,0.001
22171,0.082,-0.004,-0.055,-0.000
22177,-0.086,-0.005,-0.027,-0.001
22232,0.026,-0.005,-0.055,-0.002
22238,-0.030,-0.005,-0.027,-0.002
22244,-0.058,-0.006,-0.055,-0.004
22250,-0.058,-0.008,-0.083,-0.005
22257,-0.058,-0.009,0.057,-0.004
22263,-0.058,-0.010,0.001,-0.004
22270,0.082,-0.008,-0.167,-0.007
22281,0.026,-0.007,0.085,-0.006
22287,-0.002,-0.007,0.057,-0.005
22294,0.054,-0.006,0.085,-0.003
22300,-0.030,-0.006,0.113,-0.001
22306,-0.114,-0.009,-0.027,-0.001
22312,-0.058,-0.010,0.029,-0.001
22318,-0.002,-0.009,0.057,0.001
22325,0.054,-0.008,0.085,0.003
22331,-0.002,-0.008,0.001,0.003
22337,-0.058,-0.010,-0.083,0.001
22344,0.082,-0.008,-0.111,-0.002
22350,0.054,-0.007,-0.055,-0.003
22356,0.026,-0.006,0.001,-0.003
22363,0.166,-0.002,0.057,-0.001
22369,-0.002,-0.002,0.029,-0.001
22376,0.110,-0.000,0.057,0.000
22382,-0.058,-0.001,0.085,0.002
22388,-0.030,-0.002,0.113,0.004
22394,-0.114,-0.005,0.029,0.005
22401,-0.002,-0.004,0.029,0.006
22407,-0.086,-0.006,-0.083,0.004
22413,-0.002,-0.006,0.141,0.007
22419,-0.058,-0.007,0.029,0.007
22426,0.082,-0.006,-0.027,0.006
22436,0.054,-0.005,-0.083,0.004
22442,0.026,-0.004,0.057,0.005
22449,-0.002,-0.004,0.001,0.005
22459,-0.030,-0.004,0.057,0.006
22467,0.082,-0.003,-0.055,0.005
22473,-0.114,-0.005,-0.139,0.002
22479,-0.114,-0.007,0.029,0.002
22485,-0.058,-0.008,-0.083,0.000
22491,0.054,-0.007,0.169,0.003
22498,-0.058,-0.008,0.001,0.003
22504,-0.002,-0.008,-0.083,0.001
22510,0.054,-0.007,0.029,0.002
22517,-0.030,-0.008,0.001,0.002
22523,-0.142,-0.010,-0.027,0.002
22530,0.082,-0.008,0.029,0.002
22536,0.054,-0.007,0.085,0.004
22542,0.110,-0.005,0.001,0.003
22549,-0.030,-0.005,-0.027,0.003
22555,-0.002,-0.005,0.169,0.006
22561,-0.030,-0.005,0.057,0.007
22567,-0.030,-0.006,0.113,0.009
22573,0.110,-0.004,0.057,0.010
22580,0.026,-0.003,-0.055,0.009
22586,-0.170,-0.007,0.057,0.010
22592,-0.058,-0.008,0.085,0.011
22599,-0.030,-0.008,0.001,0.011
22605,-0.114,-0.010,0.001,0.011
22611,-0.030,-0.011,-0.027,0.010
22618,-0.142,-0.013,0.057,0.011
22624,-0.086,-0.015,0.001,0.011
22630,-0.114,-0.017,-0.055,0.010
22641,-0.170,-0.020,-0.083,0.008
22652,0.026,-0.019,-0.083,0.006
22658,-0.002,-0.018,-0.055,0.005
22664,0.026,-0.018,-0.111,0.002
22671,-0.142,-0.020,0.057,0.004
22677,-0.030,-0.020,0.085,0.005
22684,-0.002,-0.019,-0.055,0.004
22690,-0.198,-0.023,-0.139,0.001
22696,0.026,-0.023,0.001,0.001
22703,0.082,-0.020,-0.027,0.000
22709,-0.030,-0.021,0.029,0.001
22715,0.138,-0.017,-0.027,0.000
22722,-0.002,-0.017,-0.083,-0.002
22728,-0.086,-0.019,-0.055,-0.003
22734,-0.058,-0.019,0.001,-0.003
22740,0.082,-0.017,0.057,-0.002
22746,-0.030,-0.018,0.085,-0.000
22753,-0.142,-0.021,0.085,0.002
22759,-0.030,-0.021,0.029,0.002
22765,0.054,-0.019,0.141,0.005
22772,-0.142,-0.022,0.001,0.005
22778,-0.086,-0.023,0.029,0.005
22784,-0.058,-0.023,-0.027,0.005
22791,-0.114,-0.025,0.001,0.005
22797,-0.086,-0.027,0.029,0.005
22804,-0.030,-0.027,-0.027,0.004
22810,-0.030,-0.027,0.141,0.007
22816,0.082,-0.024,0.085,0.009
22827,-0.058,-0.025,-0.083,0.007
22834,-0.030,-0.025,-0.167,0.003
22840,-0.030,-0.025,-0.083,0.001
22846,-0.114,-0.027,-0.027,0.001
22853,-0.058,-0.028,0.085,0.003
22863,0.054,-0.026,0.057,0.004
22869,0.110,-0.023,-0.055,0.003
22876,-0.058,-0.024,-0.027,0.002
22882,-0.058,-0.025,-0.027,0.002
22888,0.110,-0.022,-0.083,-0.000
22895,-0.142,-0.024,-0.167,-0.004
22901,-0.058,-0.025,0.029,-0.003
22907,-0.002,-0.025,-0.027,-0.004
22913,0.026,-0.024,-0.083,-0.005
22919,-0.002,-0.023,0.169,-0.002
22926,-0.002,-0.023,-0.027,-0.002
22932,0.026,-0.022,-0.055,-0.003
22938,0.194,-0.018,-0.111,-0.006
22945,-0.086,-0.019,-0.111,-0.008
22951,-0.002,-0.019,-0.027,-0.008
22957,0.054,-0.017,0.141,-0.005
22964,-0.086,-0.019,0.001,-0.005
22970,0.026,-0.018,0.001,-0.005
22976,-0.002,-0.018,0.001,-0.005
22983,0.054,-0.016,0.029,-0.004
22989,-0.086,-0.018,0.057,-0.003
22996,0.082,-0.016,0.168,0.000
23002,-0.114,-0.018,-0.055,-0.001
23012,0.194,-0.013,0.057,0.000
23019,-0.086,-0.015,0.085,0.002
23026,0.054,-0.013,0.001,0.002
23032,-0.030,-0.014,-0.055,0.001
23038,0.054,-0.012,-0.055,-0.001
23044,0.054,-0.011,-0.027,-0.001
23051,0.054,-0.010,-0.167,-0.005
23057,-0.058,-0.011,-0.027,-0.005
23112,0.054,-0.009,0.001,-0.005
23118,0.026,-0.009,-0.111,-0.007
23124,0.026,-0.008,-0.027,-0.007
23130,0.054,-0.006,0.029,-0.007
23137,0.054,-0.005,0.029,-0.006
23143,0.110,-0.003,0.029,-0.005
23150,0.082,-0.001,-0.055,-0.006
23156,0.054,-0.000,-0.139,-0.008
23162,-0.002,-0.000,0.085,-0.007
23169,-0.002,-0.000,-0.027,-0.007
23175,-0.030,-0.001,-0.083,-0.008
23181,-0.002,-0.001,0.057,-0.007
23187,-0.142,-0.004,-0.027,-0.007
23193,0.082,-0.002,-0.027,-0.008
23200,-0.002,-0.002,0.057,-0.006
23206,-0.114,-0.004,0.113,-0.004
23212,0.110,-0.002,-0.111,-0.006
23219,0.138,0.001,-0.027,-0.007
23225,0.054,0.002,-0.027,-0.007
23237,-0.030,0.001,-0.083,-0.009
23243,-0.002,0.001,-0.027,-0.009
23249,0.054,0.002,-0.167,-0.012
23256,-0.030,0.001,-0.055,-0.013
23262,0.026,0.001,0.085,-0.011
23268,0.082,0.003,-0.055,-0.011
23275,-0.058,0.002,-0.083,-0.013
23281,0.082,0.003,-0.223,-0.017
23287,-0.114,0.001,-0.027,-0.017
23293,-0.114,-0.002,-0.055,-0.018
23300,-0.030,-0.002,0.197,-0.014
23306,0.026,-0.002,0.001,-0.013
23316,0.026,-0.001,0.001,-0.013
23323,-0.002,-0.001,0.057,-0.012
23329,0.054,-0.000,-0.027,-0.012
23335,-0.058,-0.001,0.085,-0.010
23342,-0.002,-0.001,-0.139,-0.013
23348,0.082,0.000,-0.083,-0.014
23354,-0.058,-0.001,-0.055,-0.015
23360,0.221,0.004,-0.083,-0.016
23366,0.026,0.004,0.029,-0.016
23373,0.110,0.006,-0.167,-0.019
23379,-0.002,0.006,0.169,-0.016
23385,-0.058,0.004,-0.055,-0.017
23392,0.054,0.005,-0.083,-0.018
23398,0.026,0.006,-0.027,-0.018
23404,-0.002,0.005,-0.027,-0.018
23411,0.054,0.006,-0.111,-0.020
23422,0.026,0.007,-0.027,-0.020
23429,0.082,0.008,-0.055,-0.021
23436,-0.058,0.007,-0.027,-0.021
23443,-0.086,0.005,0.057,-0.020
23449,-0.002,0.005,-0.055,-0.021
23455,-0.002,0.005,0.113,-0.018
23462,-0.086,0.002,-0.027,-0.018
23468,-0.086,0.001,0.029,-0.018
23474,0.026,0.001,0.057,-0.016
23480,-0.030,0.001,0.029,-0.015
23486,-0.030,-0.000,0.057,-0.014
23493,-0.002,0.000,-0.027,-0.014
23499,-0.114,-0.002,0.001,-0.014
23505,-0.058,-0.003,0.113,-0.012
23512,-0.030,-0.004,0.085,-0.010
23522,-0.058,-0.005,0.057,-0.009
23528,0.026,-0.004,-0.111,-0.011
23535,0.194,-0.000,-0.055,-0.011
23541,-0.002,-0.000,0.057,-0.010
23547,-0.058,-0.002,-0.027,-0.010
23553,0.026,-0.001,0.029,-0.010
23560,-0.086,-0.003,0.029,-0.008
23566,0.110,-0.001,0.029,-0.008
23573,-0.058,-0.002,0.029,-0.007
23579,-0.142,-0.005,-0.083,-0.008
23585,-0.030,-0.005,-0.055,-0.009
23592,-0.002,-0.006,0.113,-0.007
23598,-0.058,-0.007,0.029,-0.006
23608,-0.142,-0.009,-0.083,-0.008
23614,-0.058,-0.010,0.085,-0.006
23621,-0.114,-0.013,0.225,-0.001
23627,0.026,-0.012,-0.055,-0.002
23633,0.166,-0.008,0.029,-0.002
23639,0.054,-0.007,-0.111,-0.004
23646,0.082,-0.005,-0.139,-0.007
23652,-0.114,-0.008,0.113,-0.004
23658,-0.058,-0.009,0.141,-0.001
23664,0.082,-0.007,0.057,-0.000
23671,-0.198,-0.011,-0.111,-0.002
23677,0.082,-0.009,0.029,-0.002
23684,-0.114,-0.011,0.113,0.001
23690,-0.002,-0.011,0.057,0.002
23696,-0.058,-0.012,0.029,0.002
23703,-0.030,-0.012,0.057,0.003
23709,-0.030,-0.013,0.085,0.005
23715,0.138,-0.010,0.001,0.005
23722,0.054,-0.009,-0.055,0.004
23731,-0.058,-0.010,-0.083,0.002
23738,0.026,-0.009,-0.139,-0.001
23744,-0.002,-0.009,0.057,0.000
23750,-0.002,-0.009,0.001,0.000
23757,-0.058,-0.010,-0.055,-0.001
23763,-0.086,-0.012,-0.027,-0.002
23770,-0.002,-0.011,-0.055,-0.003
23776,0.026,-0.011,-0.111,-0.005
23782,0.026,-0.010,0.029,-0.004
23790,-0.002,-0.010,0.113,-0.002
23797,-0.114,-0.013,-0.027,-0.002
23804,0.082,-0.011,0.001,-0.003
23810,-0.086,-0.012,-0.055,-0.004
23816,0.054,-0.011,-0.055,-0.004
23823,-0.030,-0.011,0.057,-0.003
23829,-0.002,-0.011,0.029,-0.002
23835,-0.058,-0.012,-0.167,-0.006
23842,0.026,-0.011,-0.055,-0.007
23848,-0.030,-0.011,-0.111,-0.009
23854,-0.114,-0.014,-0.139,-0.011
23860,-0.030,-0.014,0.057,-0.010
23866,-0.058,-0.015,-0.027,-0.010
23873,-0.002,-0.015,-0.055,-0.012
23879,0.026,-0.014,0.168,-0.008
23885,-0.002,-0.014,0.029,-0.007
23892,0.054,-0.012,0.029,-0.006
23898,-0.002,-0.012,0.057,-0.005
23904,0.026,-0.011,-0.027,-0.005
23911,-0.002,-0.011,-0.027,-0.006
23917,-0.030,-0.012,0.057,-0.005
23972,-0.114,-0.014,0.057,-0.004
23979,-0.002,-0.013,0.029,-0.003
23985,0.026,-0.013,-0.083,-0.005
23991,0.165,-0.009,-0.027,-0.005
23998,0.026,-0.008,0.001,-0.005
24004,-0.030,-0.009,0.001,-0.005
24016,0.138,-0.006,0.001,-0.005
24022,-0.086,-0.007,-0.139,-0.007
24028,0.221,-0.003,0.029,-0.007
24035,-0.086,-0.004,-0.083,-0.008
24041,0.054,-0.003,0.057,-0.007
24047,0.054,-0.002,0.029,-0.006
24053,-0.086,-0.004,0.085,-0.004
24060,0.054,-0.003,0.001,-0.004
24066,0.054,-0.002,-0.111,-0.006
24072,0.110,0.001,0.113,-0.004
24079,-0.058,-0.000,-0.027,-0.005
24085,-0.058,-0.001,-0.027,-0.005
24091,0.109,0.001,-0.083,-0.007
24098,-0.002,0.001,0.057,-0.005
24104,-0.002,0.001,0.001,-0.006
24110,0.026,0.001,-0.027,-0.006
24116,-0.142,-0.002,0.001,-0.006
24123,0.054,-0.001,-0.083,-0.007
24129,-0.058,-0.002,0.001,-0.007
24136,0.026,-0.001,-0.055,-0.008
24142,-0.030,-0.002,-0.055,-0.009
24148,0.082,0.000,0.001,-0.009
24155,-0.002,0.000,-0.083,-0.010
24161,-0.058,-0.001,-0.055,-0.011
24167,0.082,0.000,0.057,-0.010
24173,-0.030,0.000,0.001,-0.010
24184,-0.086,-0.002,0.113,-0.007
24190,0.110,0.001,0.057,-0.006
24201,0.082,0.002,0.113,-0.003
24208,0.110,0.004,0.085,-0.002
24214,-0.002,0.004,-0.083,-0.003
24220,-0.114,0.002,0.029,-0.003
24226,-0.114,-0.000,-0.055,-0.004
24233,-0.002,-0.001,-0.055,-0.005
24239,-0.086,-0.002,-0.055,-0.006
24245,0.166,0.001,0.001,-0.006
24252,-0.002,0.001,0.001,-0.006
24258,-0.058,0.000,-0.083,-0.007
24264,-0.058,-0.001,0.029,-0.006
24271,0.026,-0.001,0.001,-0.006
24277,0.054,0.001,-0.055,-0.008
24284,-0.114,-0.002,0.113,-0.005
24290,-0.086,-0.003,0.169,-0.002
24296,-0.002,-0.003,0.085,0.000
24302,-0.058,-0.005,-0.055,-0.001
24309,0.026,-0.004,0.029,-0.000
24315,-0.086,-0.006,0.085,0.001
24321,0.054,-0.004,0.057,0.002
24327,0.026,-0.004,0.001,0.003
24334,0.026,-0.003,0.057,0.004
24340,0.110,-0.001,-0.083,0.002
24346,0.026,0.000,-0.027,0.001
24353,-0.030,-0.001,-0.083,-0.001
24359,0.054,0.001,0.085,0.001
24365,-0.058,-0.001,-0.027,0.001
24376,-0.030,-0.001,-0.111,-0.002
24383,-0.030,-0.002,-0.027,-0.002
24393,-0.030,-0.002,-0.083,-0.004
24400,0.082,-0.000,-0.027,-0.005
24406,0.054,0.001,-0.055,-0.006
24412,-0.030,0.000,-0.055,-0.007
24418,-0.002,-0.000,-0.027,-0.007
24425,0.082,0.001,0.029,-0.006
24431,0.054,0.002,-0.055,-0.007
24437,-0.030,0.002,0.057,-0.006
24444,-0.086,-0.000,0.057,-0.005
24450,0.110,0.002,-0.027,-0.005
24456,-0.086,0.000,0.085,-0.003
24463,-0.030,-0.000,-0.055,-0.004
24469,-0.058,-0.002,0.029,-0.004
24475,-0.030,-0.002,-0.027,-0.004
24482,-0.030,-0.003,-0.083,-0.006
24488,0.026,-0.002,-0.083,-0.008
24494,-0.002,-0.003,-0.083,-0.009
24500,-0.114,-0.005,-0.027,-0.009
24507,0.082,-0.003,0.001,-0.009
24513,0.026,-0.003,0.141,-0.006
24519,-0.058,-0.003,0.085,-0.004
24526,0.054,-0.002,-0.027,-0.005
24532,0.054,-0.001,-0.027,-0.005
24538,-0.142,-0.004,-0.055,-0.005
24545,0.026,-0.003,0.085,-0.004
24551,0.110,-0.001,-0.027,-0.004
24561,-0.002,-0.001,-0.055,-0.005
24569,-0.002,-0.001,0.057,-0.004
24575,-0.002,-0.001,0.001,-0.004
24582,0.054,0.000,-0.027,-0.004
24588,0.082,0.002,-0.055,-0.005
24598,-0.030,0.001,0.085,-0.004
24604,-0.002,0.001,0.085,-0.002
24611,0.166,0.005,0.001,-0.002
24617,-0.058,0.003,-0.055,-0.003
24623,0.026,0.003,0.057,-0.002
24629,-0.030,0.002,-0.027,-0.002
24636,-0.114,0.000,0.029,-0.001
24642,0.026,0.000,-0.027,-0.002
24648,-0.002,-0.000,0.057,-0.001
24655,0.082,0.001,-0.055,-0.002
24661,-0.002,0.001,-0.027,-0.002
24667,0.054,0.002,-0.027,-0.003
24673,0.138,0.005,0.029,-0.003
24680,-0.058,0.004,0.057,-0.001
24686,-0.030,0.003,0.057,-0.001
24692,-0.058,0.002,-0.055,-0.002
24699,0.110,0.004,-0.055,-0.003
24705,0.054,0.005,-0.027,-0.003
24711,0.082,0.007,0.001,-0.003
24718,-0.002,0.007,-0.027,-0.003
24724,0.026,0.007,0.085,-0.001
24730,0.054,0.008,0.029,-0.001
24736,0.026,0.008,0.001,-0.001
24748,-0.002,0.008,0.001,-0.001
24756,-0.002,0.008,0.113,0.001
24762,0.026,0.008,-0.027,0.001
24768,0.026,0.009,0.029,0.001
24775,-0.114,0.006,0.085,0.003
24781,0.054,0.007,0.029,0.004
24787,-0.114,0.005,0.001,0.004
24793,-0.170,0.001,0.001,0.004
24800,-0.114,-0.001,-0.027,0.004
24806,0.054,-0.000,0.001,0.003
24862,0.110,0.002,-0.027,0.003
24868,0.110,0.004,0.001,0.003
24874,-0.002,0.004,-0.167,-0.001
24881,-0.114,0.001,-0.167,-0.004
24887,-0.030,0.001,0.141,-0.002
24893,-0.086,-0.001,-0.055,-0.003
24899,0.026,-0.000,-0.027,-0.003
24906,0.054,0.001,0.113,-0.001
24912,0.026,0.001,-0.027,-0.001
24918,0.026,0.002,0.001,-0.001
24925,0.082,0.003,-0.027,-0.002
24931,0.166,0.007,0.113,0.000
24938,-0.058,0.006,-0.055,-0.001
24944,0.026,0.006,0.029,-0.001
24950,0.054,0.007,-0.055,-0.002
24956,-0.058,0.005,-0.027,-0.003
24963,0.082,0.007,-0.027,-0.003
24973,-0.114,0.005,0.057,-0.002
24979,0.138,0.007,0.085,-0.001
24985,0.026,0.008,0.001,-0.001
24992,-0.142,0.005,-0.027,-0.001
24998,-0.058,0.003,0.085,0.000
25004,-0.002,0.004,-0.027,-0.001
25010,0.026,0.004,0.085,0.001
25017,-0.030,0.003,0.113,0.003
25023,-0.142,0.000,-0.083,0.001
25030,-0.058,-0.001,0.057,0.002
25036,-0.058,-0.002,0.029,0.002
25042,0.110,0.000,-0.055,0.001
25049,-0.086,-0.002,0.001,0.001
25055,-0.058,-0.003,-0.083,-0.001
25061,-0.086,-0.005,0.001,-0.001
25071,-0.058,-0.006,-0.083,-0.003
25077,-0.002,-0.006,0.001,-0.002
25084,-0.086,-0.007,-0.027,-0.003
25090,-0.226,-0.012,-0.055,-0.004
25096,-0.002,-0.011,0.197,0.000
25103,-0.002,-0.011,0.001,0.000
25109,0.138,-0.009,0.029,0.001
25116,0.026,-0.008,-0.055,-0.000
25122,0.026,-0.007,-0.027,-0.001
25128,0.082,-0.006,0.001,-0.001
25134,-0.058,-0.007,-0.027,-0.002
25141,0.026,-0.006,-0.055,-0.003
25147,-0.086,-0.007,0.113,-0.001
25156,-0.058,-0.008,-0.027,-0.002
25162,-0.030,-0.008,-0.083,-0.003
25169,-0.058,-0.009,-0.027,-0.004
25175,-0.086,-0.010,0.085,-0.002
25181,-0.170,-0.013,-0.055,-0.003
25188,-0.002,-0.013,0.141,0.000
25194,-0.002,-0.012,0.057,0.002
25200,-0.030,-0.013,0.001,0.002
25206,0.109,-0.010,0.029,0.002
25212,0.054,-0.009,0.001,0.002
25219,-0.030,-0.010,-0.055,0.001
25225,0.054,-0.008,0.057,0.002
25232,-0.030,-0.009,-0.111,-0.000
25238,-0.058,-0.010,0.085,0.002
25244,0.026,-0.009,-0.055,0.000
25250,0.026,-0.008,-0.139,-0.003
25257,0.054,-0.007,0.029,-0.002
25263,-0.030,-0.008,-0.027,-0.003
25273,0.026,-0.007,0.029,-0.002
25279,0.082,-0.006,0.169,0.001
25286,-0.086,-0.007,0.001,0.001
25292,-0.002,-0.007,-0.055,0.000
25298,0.110,-0.005,0.057,0.001
25305,-0.030,-0.005,0.001,0.001
25311,0.138,-0.002,-0.027,0.001
25317,0.026,-0.001,-0.139,-0.002
25324,0.026,-0.001,0.085,-0.000
25334,0.026,-0.000,-0.027,-0.001
25342,-0.058,-0.001,0.113,0.001
25348,-0.086,-0.003,0.001,0.001
25354,-0.058,-0.004,0.001,0.001
25361,0.054,-0.003,-0.027,0.001
25367,0.054,-0.002,0.057,0.002
25373,-0.002,-0.002,-0.139,-0.001
25379,-0.086,-0.004,0.001,-0.001
